StudentID,Qualification,Subject,PredictedGrade,ActualGrade
S01976,A-Level,Chemistry,B,C
S01976,A-Level,Mathematics,A,A
S01976,A-Level,Geography,D,D
S01977,GCSE,History,C,C
S01977,GCSE,Music,C,D
S01977,GCSE,Physics,B,B
S01977,GCSE,French,B,E
S01977,GCSE,Mathematics,B,A*
S01977,GCSE,Chemistry,A*,A*
S01977,GCSE,Geography,C,C
S01978,GCSE,Art,A*,A
S01978,GCSE,History,A*,A*
S01978,GCSE,Mathematics,B,B
S01978,GCSE,Biology,A*,A*
S01978,GCSE,Music,A,E
S01978,GCSE,French,B,E
S01978,GCSE,Computer Science,B,B
S01979,GCSE,Geography,B,B
S01979,GCSE,History,A,C
S01979,GCSE,Music,A,D
S01979,GCSE,Mathematics,D,D
S01979,GCSE,Physics,B,B
S01979,GCSE,Art,B,E
S01979,GCSE,Biology,B,B
S01980,A-Level,History,B,B
S01980,A-Level,Economics,C,A*
S01980,A-Level,Psychology,D,D
S01980,A-Level,Computer Science,A,E
S01981,A-Level,Economics,C,C
S01981,A-Level,Computer Science,C,C
S01981,A-Level,Psychology,A,A
S01982,A-Level,Psychology,B,B
S01982,A-Level,Computer Science,B,B
S01982,A-Level,Geography,C,C
S01983,GCSE,Mathematics,B,A
S01983,GCSE,Music,A,A
S01983,GCSE,History,A,A
S01983,GCSE,Chemistry,A,A
S01983,GCSE,Geography,A*,A*
S01983,GCSE,Computer Science,A,A
S01983,GCSE,French,C,A*
S01983,GCSE,Physics,A*,A*
S01984,GCSE,English Language,A*,D
S01984,GCSE,History,D,D
S01984,GCSE,Art,B,B
S01984,GCSE,Computer Science,B,B
S01984,GCSE,Chemistry,A,D
S01984,GCSE,Geography,D,D
S01984,GCSE,Music,D,D
S01985,GCSE,Biology,B,B
S01985,GCSE,Mathematics,B,B
S01985,GCSE,English Language,C,C
S01985,GCSE,History,A,A*
S01985,GCSE,Geography,A*,C
S01985,GCSE,Chemistry,B,A*
S01985,GCSE,Art,C,D
S01985,GCSE,Computer Science,C,C
S01986,A-Level,Further Mathematics,B,B
S01986,A-Level,Biology,A*,B
S01986,A-Level,Chemistry,D,D
S01987,GCSE,Chemistry,D,D
S01987,GCSE,French,A*,A*
S01987,GCSE,English Language,A,A
S01987,GCSE,Physics,A*,A*
S01987,GCSE,History,E,A
S01987,GCSE,Mathematics,A*,A
S01987,GCSE,Computer Science,B,B
S01987,GCSE,Biology,B,B
S01988,A-Level,Geography,B,B
S01988,A-Level,Further Mathematics,B,B
S01988,A-Level,Physics,E,E
S01988,A-Level,Psychology,C,A*
S01989,GCSE,Mathematics,B,A*
S01989,GCSE,History,D,A
S01989,GCSE,Chemistry,A,A*
S01989,GCSE,Music,A,A
S01989,GCSE,Computer Science,D,D
S01989,GCSE,French,D,D
S01989,GCSE,Biology,A*,A*
S01990,GCSE,Biology,D,D
S01990,GCSE,Art,B,E
S01990,GCSE,Music,B,B
S01990,GCSE,Mathematics,B,D
S01990,GCSE,French,B,B
S01990,GCSE,Computer Science,C,C
S01991,GCSE,Music,A,A
S01991,GCSE,Chemistry,B,E
S01991,GCSE,Mathematics,B,B
S01991,GCSE,Physics,C,C
S01991,GCSE,English Literature,E,E
S01991,GCSE,English Language,B,B
S01991,GCSE,Computer Science,B,A*
S01991,GCSE,Art,B,B
S01991,GCSE,Geography,B,B
S01992,GCSE,Biology,B,B
S01992,GCSE,Geography,B,D
S01992,GCSE,English Language,D,D
S01992,GCSE,French,A,B
S01992,GCSE,Physics,D,D
S01992,GCSE,Chemistry,B,B
S01992,GCSE,Computer Science,C,B
S01993,GCSE,Geography,C,C
S01993,GCSE,French,A,E
S01993,GCSE,Computer Science,A,A
S01993,GCSE,Chemistry,B,B
S01993,GCSE,Mathematics,A,A
S01993,GCSE,Art,C,C
S01993,GCSE,English Literature,A,C
S01994,A-Level,Chemistry,A,A
S01994,A-Level,Computer Science,C,A*
S01994,A-Level,Biology,C,C
S01995,GCSE,English Language,C,C
S01995,GCSE,History,C,C
S01995,GCSE,Chemistry,D,D
S01995,GCSE,French,A,A
S01995,GCSE,Computer Science,E,E
S01995,GCSE,Mathematics,C,C
S01995,GCSE,Art,C,C
S01995,GCSE,Physics,A,A
S01995,GCSE,Music,B,B
S01996,GCSE,Mathematics,B,B
S01996,GCSE,English Literature,E,E
S01996,GCSE,Music,D,D
S01996,GCSE,Computer Science,A,A
S01996,GCSE,History,B,B
S01996,GCSE,Physics,A,A
S01996,GCSE,French,C,C
S01997,GCSE,Chemistry,C,C
S01997,GCSE,Art,C,E
S01997,GCSE,Biology,A*,A*
S01997,GCSE,Music,A,D
S01997,GCSE,History,B,B
S01997,GCSE,English Literature,C,C
S01997,GCSE,Geography,A*,A*
S01998,GCSE,Mathematics,C,E
S01998,GCSE,English Literature,B,D
S01998,GCSE,French,A*,A*
S01998,GCSE,Art,D,E
S01998,GCSE,Chemistry,C,C
S01998,GCSE,Music,B,E
S01998,GCSE,English Language,A,A
S01999,A-Level,Computer Science,A,A
S01999,A-Level,Physics,D,D
S01999,A-Level,Geography,B,B
S02000,GCSE,Computer Science,C,C
S02000,GCSE,Mathematics,B,A*
S02000,GCSE,Geography,D,D
S02000,GCSE,Chemistry,D,A*
S02000,GCSE,English Language,B,B
S02000,GCSE,Physics,B,B
S02000,GCSE,Music,B,D
S02001,GCSE,Geography,C,C
S02001,GCSE,Art,A,A
S02001,GCSE,Biology,D,A
S02001,GCSE,Computer Science,A,A
S02001,GCSE,English Language,C,C
S02001,GCSE,Music,A,A
S02001,GCSE,History,B,B
S02002,A-Level,History,B,A*
S02002,A-Level,Mathematics,C,C
S02002,A-Level,Chemistry,A,C
S02003,GCSE,Geography,C,C
S02003,GCSE,History,D,D
S02003,GCSE,Biology,C,C
S02003,GCSE,English Literature,A,A
S02003,GCSE,Music,C,C
S02003,GCSE,Computer Science,C,C
S02003,GCSE,Physics,B,C
S02003,GCSE,French,A*,D
S02004,GCSE,Geography,A,A
S02004,GCSE,Music,A,A
S02004,GCSE,Computer Science,D,B
S02004,GCSE,English Language,B,B
S02004,GCSE,Mathematics,B,E
S02004,GCSE,English Literature,D,D
S02005,A-Level,History,A*,A*
S02005,A-Level,Chemistry,A*,B
S02005,A-Level,Mathematics,B,A
S02005,A-Level,Further Mathematics,D,D
S02006,GCSE,French,A,A
S02006,GCSE,Chemistry,D,D
S02006,GCSE,Art,A*,C
S02006,GCSE,Music,B,C
S02006,GCSE,Physics,E,E
S02006,GCSE,Geography,A,E
S02006,GCSE,English Literature,A,A
S02006,GCSE,History,C,C
S02007,GCSE,Mathematics,A,A
S02007,GCSE,Computer Science,D,A*
S02007,GCSE,Physics,A,B
S02007,GCSE,Chemistry,B,B
S02007,GCSE,English Literature,C,C
S02007,GCSE,Geography,A,C
S02007,GCSE,Music,C,C
S02008,A-Level,History,E,E
S02008,A-Level,Physics,C,C
S02008,A-Level,Computer Science,C,A*
S02008,A-Level,Further Mathematics,A,A*
S02009,GCSE,Mathematics,D,D
S02009,GCSE,Music,D,D
S02009,GCSE,History,D,D
S02009,GCSE,English Literature,A*,A*
S02009,GCSE,Computer Science,B,A
S02009,GCSE,English Language,B,B
S02009,GCSE,Art,C,A
S02009,GCSE,Geography,A*,A*
S02009,GCSE,Biology,A,C
S02010,GCSE,Physics,C,C
S02010,GCSE,Chemistry,B,B
S02010,GCSE,Mathematics,E,E
S02010,GCSE,English Literature,A,A
S02010,GCSE,Computer Science,B,C
S02010,GCSE,History,B,B
S02010,GCSE,French,D,D
S02010,GCSE,Biology,E,C
S02010,GCSE,Art,E,E
S02011,GCSE,Mathematics,D,D
S02011,GCSE,Art,D,D
S02011,GCSE,Chemistry,A*,D
S02011,GCSE,History,E,E
S02011,GCSE,French,C,C
S02011,GCSE,Physics,A,E
S02011,GCSE,Geography,C,D
S02012,GCSE,Computer Science,C,C
S02012,GCSE,Chemistry,B,B
S02012,GCSE,French,C,A
S02012,GCSE,History,B,B
S02012,GCSE,Geography,B,C
S02012,GCSE,Mathematics,C,C
S02012,GCSE,English Literature,B,A*
S02013,A-Level,Geography,C,C
S02013,A-Level,Economics,D,D
S02013,A-Level,Further Mathematics,E,C
S02013,A-Level,Chemistry,D,D
S02014,GCSE,Mathematics,B,B
S02014,GCSE,Art,B,B
S02014,GCSE,Chemistry,A*,A*
S02014,GCSE,English Literature,A*,A*
S02014,GCSE,Computer Science,A*,D
S02014,GCSE,Biology,C,E
S02014,GCSE,French,A,A
S02014,GCSE,English Language,B,A
S02015,GCSE,Music,B,B
S02015,GCSE,English Literature,B,E
S02015,GCSE,Mathematics,A,A
S02015,GCSE,English Language,D,D
S02015,GCSE,Geography,A*,A*
S02015,GCSE,Biology,D,D
S02016,GCSE,French,A*,A*
S02016,GCSE,English Literature,B,B
S02016,GCSE,History,A*,A*
S02016,GCSE,Biology,B,B
S02016,GCSE,Physics,C,A
S02016,GCSE,Geography,B,B
S02016,GCSE,Art,B,B
S02016,GCSE,Chemistry,C,C
S02017,GCSE,Biology,B,B
S02017,GCSE,Art,E,B
S02017,GCSE,Mathematics,B,B
S02017,GCSE,Music,B,A
S02017,GCSE,English Literature,A,A
S02017,GCSE,Chemistry,B,B
S02017,GCSE,History,B,A
S02018,GCSE,Geography,C,C
S02018,GCSE,English Literature,B,B
S02018,GCSE,Computer Science,C,C
S02018,GCSE,Biology,B,C
S02018,GCSE,History,A*,A*
S02018,GCSE,Art,B,B
S02018,GCSE,French,D,D
S02019,A-Level,Mathematics,D,D
S02019,A-Level,Geography,C,A*
S02019,A-Level,Further Mathematics,B,B
S02020,GCSE,Mathematics,C,C
S02020,GCSE,Chemistry,B,B
S02020,GCSE,Computer Science,B,B
S02020,GCSE,Music,D,D
S02020,GCSE,English Literature,B,E
S02020,GCSE,French,C,A
S02020,GCSE,Biology,A,C
S02021,GCSE,English Literature,A*,A*
S02021,GCSE,Physics,A,A
S02021,GCSE,Biology,A,A
S02021,GCSE,English Language,E,E
S02021,GCSE,Music,C,D
S02021,GCSE,Computer Science,C,A*
S02022,A-Level,Economics,A,C
S02022,A-Level,History,B,B
S02022,A-Level,Chemistry,C,C
S02022,A-Level,Further Mathematics,C,C
S02023,A-Level,Geography,D,D
S02023,A-Level,Biology,A,E
S02023,A-Level,Chemistry,B,B
S02024,GCSE,Physics,D,D
S02024,GCSE,Music,B,B
S02024,GCSE,Geography,B,B
S02024,GCSE,Art,D,E
S02024,GCSE,Chemistry,B,B
S02024,GCSE,History,B,B
S02024,GCSE,Mathematics,A,A
S02025,A-Level,Computer Science,A,B
S02025,A-Level,Psychology,B,B
S02025,A-Level,Geography,E,A*
S02025,A-Level,Physics,B,C
S02026,GCSE,French,A*,A*
S02026,GCSE,Art,C,D
S02026,GCSE,Computer Science,A,A
S02026,GCSE,Music,A,A
S02026,GCSE,Biology,A*,A*
S02026,GCSE,English Literature,A*,A*
S02026,GCSE,English Language,D,C
S02026,GCSE,Chemistry,C,C
S02027,GCSE,Biology,D,D
S02027,GCSE,Art,B,B
S02027,GCSE,English Literature,A,A
S02027,GCSE,Mathematics,B,B
S02027,GCSE,Chemistry,A*,C
S02027,GCSE,Music,D,C
S02028,GCSE,Physics,C,C
S02028,GCSE,Computer Science,C,A
S02028,GCSE,Mathematics,A,A
S02028,GCSE,Music,B,B
S02028,GCSE,Chemistry,B,C
S02028,GCSE,English Language,A,A
S02028,GCSE,History,C,C
S02029,GCSE,Art,B,E
S02029,GCSE,English Literature,B,B
S02029,GCSE,English Language,D,E
S02029,GCSE,Music,C,C
S02029,GCSE,French,A*,A*
S02029,GCSE,History,D,D
S02030,GCSE,Music,B,B
S02030,GCSE,English Language,B,B
S02030,GCSE,Physics,B,B
S02030,GCSE,History,A,A*
S02030,GCSE,Computer Science,B,B
S02030,GCSE,Mathematics,C,C
S02031,A-Level,Further Mathematics,B,B
S02031,A-Level,Mathematics,C,D
S02031,A-Level,Computer Science,C,C
S02032,GCSE,Geography,C,E
S02032,GCSE,English Language,D,D
S02032,GCSE,English Literature,D,A
S02032,GCSE,Music,D,D
S02032,GCSE,Biology,C,B
S02032,GCSE,Physics,E,E
S02032,GCSE,History,B,B
S02032,GCSE,Chemistry,B,B
S02032,GCSE,French,C,C
S02033,GCSE,English Literature,A,D
S02033,GCSE,History,C,C
S02033,GCSE,English Language,A,A
S02033,GCSE,French,A,A
S02033,GCSE,Chemistry,A,A
S02033,GCSE,Art,B,B
S02033,GCSE,Physics,E,A*
S02034,A-Level,Psychology,C,C
S02034,A-Level,Computer Science,D,D
S02034,A-Level,Chemistry,B,B
S02034,A-Level,Mathematics,E,E
S02035,GCSE,Music,C,C
S02035,GCSE,Computer Science,A*,D
S02035,GCSE,French,B,B
S02035,GCSE,Physics,E,A*
S02035,GCSE,Chemistry,C,A
S02035,GCSE,English Language,A,A
S02035,GCSE,History,A*,A*
S02036,A-Level,Economics,A*,A*
S02036,A-Level,Biology,A,A
S02036,A-Level,Mathematics,C,C
S02036,A-Level,Chemistry,B,B
S02037,GCSE,Art,B,B
S02037,GCSE,History,B,A
S02037,GCSE,Music,B,B
S02037,GCSE,Physics,A,A*
S02037,GCSE,French,C,C
S02037,GCSE,English Language,A,B
S02038,A-Level,Computer Science,B,B
S02038,A-Level,Further Mathematics,D,D
S02038,A-Level,Mathematics,B,B
S02038,A-Level,Psychology,A,A
S02039,A-Level,Economics,B,B
S02039,A-Level,Further Mathematics,B,A*
S02039,A-Level,Chemistry,A*,D
S02039,A-Level,Geography,A,E
S02040,GCSE,Chemistry,D,D
S02040,GCSE,Physics,A,A
S02040,GCSE,Art,B,B
S02040,GCSE,English Literature,A,A
S02040,GCSE,English Language,B,B
S02040,GCSE,Geography,E,C
S02040,GCSE,Music,D,D
S02041,A-Level,Physics,B,B
S02041,A-Level,Computer Science,B,E
S02041,A-Level,Biology,C,C
S02041,A-Level,Geography,A*,D
S02042,GCSE,History,C,A*
S02042,GCSE,Art,B,A
S02042,GCSE,Mathematics,B,B
S02042,GCSE,Geography,E,E
S02042,GCSE,Chemistry,C,D
S02042,GCSE,Physics,A,E
S02042,GCSE,Computer Science,B,C
S02042,GCSE,Music,C,B
S02042,GCSE,Biology,A,A
S02043,GCSE,English Literature,D,A
S02043,GCSE,Chemistry,B,B
S02043,GCSE,French,C,D
S02043,GCSE,Art,C,A
S02043,GCSE,English Language,E,B
S02043,GCSE,Music,E,E
S02043,GCSE,History,A,A*
S02044,A-Level,Geography,B,B
S02044,A-Level,Computer Science,B,A
S02044,A-Level,Physics,A,A*
S02044,A-Level,Mathematics,A*,A*
S02045,GCSE,Biology,B,B
S02045,GCSE,Chemistry,A,C
S02045,GCSE,English Literature,A,A
S02045,GCSE,Geography,B,B
S02045,GCSE,Physics,D,D
S02045,GCSE,History,B,B
S02046,GCSE,Geography,D,D
S02046,GCSE,English Literature,C,C
S02046,GCSE,Biology,C,C
S02046,GCSE,Music,A,A
S02046,GCSE,Mathematics,A*,A*
S02046,GCSE,English Language,C,C
S02047,A-Level,Biology,C,C
S02047,A-Level,Economics,B,B
S02047,A-Level,Psychology,E,E
S02048,GCSE,History,C,A
S02048,GCSE,Geography,A*,B
S02048,GCSE,French,A*,A*
S02048,GCSE,Art,A,A
S02048,GCSE,Physics,B,B
S02048,GCSE,Biology,E,E
S02049,GCSE,Music,C,E
S02049,GCSE,Biology,B,B
S02049,GCSE,Physics,D,D
S02049,GCSE,Computer Science,A*,A
S02049,GCSE,Chemistry,B,B
S02049,GCSE,Mathematics,C,C
S02049,GCSE,French,D,D
S02049,GCSE,Art,A,A
S02049,GCSE,History,B,B
S02050,GCSE,Biology,A,B
S02050,GCSE,Chemistry,A,A
S02050,GCSE,Art,E,E
S02050,GCSE,Physics,A,A
S02050,GCSE,English Language,B,E
S02050,GCSE,Mathematics,A,B
S02050,GCSE,Geography,A*,A*
S02051,GCSE,Music,A,D
S02051,GCSE,Chemistry,B,B
S02051,GCSE,History,A,A
S02051,GCSE,English Language,C,C
S02051,GCSE,French,A,A
S02051,GCSE,Geography,E,D
S02052,GCSE,History,A,A
S02052,GCSE,Mathematics,B,B
S02052,GCSE,Computer Science,A*,A*
S02052,GCSE,Chemistry,C,C
S02052,GCSE,Physics,D,D
S02052,GCSE,Biology,E,E
S02052,GCSE,French,B,B
S02052,GCSE,English Literature,D,D
S02053,GCSE,French,B,D
S02053,GCSE,Physics,B,B
S02053,GCSE,History,A,C
S02053,GCSE,Geography,D,D
S02053,GCSE,Computer Science,A*,A*
S02053,GCSE,English Literature,D,D
S02053,GCSE,English Language,B,E
S02053,GCSE,Music,A,A
S02054,GCSE,Chemistry,D,D
S02054,GCSE,English Literature,C,A
S02054,GCSE,English Language,D,D
S02054,GCSE,Computer Science,B,B
S02054,GCSE,French,A,A
S02054,GCSE,Art,B,A
S02055,GCSE,Chemistry,B,B
S02055,GCSE,History,B,B
S02055,GCSE,English Language,D,D
S02055,GCSE,Mathematics,A*,D
S02055,GCSE,Biology,B,A
S02055,GCSE,Art,B,B
S02055,GCSE,Physics,C,C
S02055,GCSE,English Literature,B,A*
S02055,GCSE,French,E,E
S02056,A-Level,Geography,B,B
S02056,A-Level,Biology,B,B
S02056,A-Level,Physics,C,C
S02056,A-Level,History,B,B
S02057,GCSE,English Literature,C,D
S02057,GCSE,Biology,C,C
S02057,GCSE,Computer Science,B,C
S02057,GCSE,French,C,E
S02057,GCSE,Art,A*,A*
S02057,GCSE,Chemistry,C,C
S02057,GCSE,Geography,B,A
S02058,A-Level,Chemistry,B,B
S02058,A-Level,Geography,D,B
S02058,A-Level,Biology,A,A
S02059,GCSE,Mathematics,B,A
S02059,GCSE,Physics,C,C
S02059,GCSE,Biology,A,C
S02059,GCSE,Geography,B,B
S02059,GCSE,Music,B,B
S02059,GCSE,Art,C,B
S02059,GCSE,English Language,C,C
S02059,GCSE,English Literature,E,D
S02060,GCSE,Chemistry,B,B
S02060,GCSE,English Language,B,B
S02060,GCSE,Biology,E,E
S02060,GCSE,History,D,D
S02060,GCSE,Music,E,E
S02060,GCSE,French,A,B
S02060,GCSE,Computer Science,C,C
S02061,GCSE,French,B,E
S02061,GCSE,English Literature,A*,B
S02061,GCSE,Chemistry,A,A*
S02061,GCSE,Physics,A,A
S02061,GCSE,Geography,C,C
S02061,GCSE,English Language,A,A*
S02061,GCSE,Biology,E,E
S02061,GCSE,History,D,B
S02062,GCSE,Biology,B,B
S02062,GCSE,Physics,D,D
S02062,GCSE,Music,C,A*
S02062,GCSE,Computer Science,C,B
S02062,GCSE,English Language,C,E
S02062,GCSE,Art,B,B
S02063,GCSE,Art,B,B
S02063,GCSE,Chemistry,B,B
S02063,GCSE,Mathematics,D,A*
S02063,GCSE,Biology,E,E
S02063,GCSE,Geography,C,D
S02063,GCSE,History,A,B
S02063,GCSE,Computer Science,A,E
S02063,GCSE,English Language,E,C
S02063,GCSE,Physics,E,E
S02064,A-Level,Geography,B,B
S02064,A-Level,Economics,D,D
S02064,A-Level,Mathematics,D,D
S02064,A-Level,Chemistry,D,D
S02065,GCSE,Biology,A*,B
S02065,GCSE,Chemistry,D,D
S02065,GCSE,Mathematics,B,C
S02065,GCSE,Physics,B,D
S02065,GCSE,French,B,C
S02065,GCSE,History,A*,A
S02065,GCSE,Music,B,A
S02065,GCSE,Computer Science,C,A
S02066,A-Level,Physics,C,C
S02066,A-Level,Chemistry,D,A
S02066,A-Level,Further Mathematics,E,B
S02066,A-Level,Psychology,D,D
S02067,A-Level,Psychology,C,A*
S02067,A-Level,Computer Science,A*,A*
S02067,A-Level,History,D,D
S02067,A-Level,Chemistry,C,A
S02068,A-Level,Geography,A,B
S02068,A-Level,Chemistry,C,C
S02068,A-Level,Computer Science,A,A
S02068,A-Level,Psychology,A*,E
S02069,GCSE,Music,D,A*
S02069,GCSE,Computer Science,C,C
S02069,GCSE,English Literature,C,B
S02069,GCSE,Geography,B,C
S02069,GCSE,English Language,B,B
S02069,GCSE,History,D,D
S02069,GCSE,Physics,C,A
S02069,GCSE,Chemistry,B,B
S02070,A-Level,Psychology,B,B
S02070,A-Level,Geography,A,A
S02070,A-Level,Economics,A,A
S02071,GCSE,Computer Science,B,B
S02071,GCSE,Biology,D,A*
S02071,GCSE,Art,B,D
S02071,GCSE,History,B,A*
S02071,GCSE,Physics,C,C
S02071,GCSE,English Language,B,E
S02071,GCSE,Chemistry,A,A
S02072,GCSE,English Literature,C,B
S02072,GCSE,Chemistry,A,C
S02072,GCSE,Biology,B,B
S02072,GCSE,Physics,B,C
S02072,GCSE,Art,A,D
S02072,GCSE,Music,C,C
S02072,GCSE,Mathematics,A,A
S02072,GCSE,English Language,D,D
S02072,GCSE,Computer Science,A,A
S02073,GCSE,Geography,A*,C
S02073,GCSE,English Language,B,A*
S02073,GCSE,English Literature,C,C
S02073,GCSE,French,D,D
S02073,GCSE,Music,C,C
S02073,GCSE,Chemistry,B,B
S02074,A-Level,Biology,E,A*
S02074,A-Level,History,C,A*
S02074,A-Level,Computer Science,B,B
S02075,GCSE,Physics,A*,A*
S02075,GCSE,English Literature,D,A
S02075,GCSE,Computer Science,B,B
S02075,GCSE,Geography,A,A
S02075,GCSE,English Language,D,D
S02075,GCSE,French,A,C
S02076,GCSE,Mathematics,B,B
S02076,GCSE,English Literature,A*,A*
S02076,GCSE,Physics,D,B
S02076,GCSE,French,B,A
S02076,GCSE,English Language,B,B
S02076,GCSE,Chemistry,A,B
S02076,GCSE,History,C,A
S02077,GCSE,Music,C,C
S02077,GCSE,English Literature,A,A
S02077,GCSE,Chemistry,B,B
S02077,GCSE,History,B,A*
S02077,GCSE,Physics,D,A*
S02077,GCSE,Biology,A,A
S02078,GCSE,Music,D,D
S02078,GCSE,Mathematics,C,C
S02078,GCSE,Physics,B,A*
S02078,GCSE,French,B,B
S02078,GCSE,Geography,D,B
S02078,GCSE,History,B,D
S02078,GCSE,Chemistry,A*,A*
S02079,GCSE,French,D,D
S02079,GCSE,Chemistry,A,A
S02079,GCSE,English Language,A*,A*
S02079,GCSE,Biology,B,C
S02079,GCSE,Computer Science,C,C
S02079,GCSE,History,C,C
S02079,GCSE,Mathematics,B,E
S02079,GCSE,Physics,E,E
S02080,A-Level,Biology,C,C
S02080,A-Level,History,C,D
S02080,A-Level,Further Mathematics,A,A
S02080,A-Level,Chemistry,B,A*
S02081,A-Level,History,D,D
S02081,A-Level,Further Mathematics,B,B
S02081,A-Level,Chemistry,B,B
S02081,A-Level,Biology,A*,A*
S02082,GCSE,Art,B,E
S02082,GCSE,Biology,A,A
S02082,GCSE,Mathematics,C,A
S02082,GCSE,Geography,B,B
S02082,GCSE,French,A,A
S02082,GCSE,History,D,D
S02082,GCSE,Computer Science,A*,C
S02082,GCSE,Chemistry,C,C
S02082,GCSE,English Language,A,A
S02083,A-Level,Computer Science,C,C
S02083,A-Level,Physics,B,B
S02083,A-Level,Psychology,B,B
S02084,GCSE,Music,B,D
S02084,GCSE,English Literature,C,C
S02084,GCSE,Physics,D,D
S02084,GCSE,Art,A*,B
S02084,GCSE,English Language,C,C
S02084,GCSE,Biology,C,A
S02084,GCSE,Geography,A,A
S02084,GCSE,History,D,D
S02084,GCSE,Mathematics,B,D
S02085,GCSE,Computer Science,A,A
S02085,GCSE,Chemistry,B,A
S02085,GCSE,Mathematics,A,A
S02085,GCSE,Geography,B,A
S02085,GCSE,Art,B,A
S02085,GCSE,French,C,D
S02086,A-Level,Biology,C,C
S02086,A-Level,Further Mathematics,A,C
S02086,A-Level,Mathematics,B,B
S02086,A-Level,Economics,B,B
S02087,GCSE,English Literature,C,C
S02087,GCSE,Chemistry,A,A
S02087,GCSE,Physics,C,C
S02087,GCSE,Mathematics,C,C
S02087,GCSE,French,D,D
S02087,GCSE,Art,D,A
S02087,GCSE,Geography,A,E
S02088,A-Level,Biology,A,A
S02088,A-Level,Mathematics,C,C
S02088,A-Level,Further Mathematics,D,D
S02088,A-Level,Computer Science,A,A
S02089,GCSE,Physics,A,A
S02089,GCSE,Music,C,A
S02089,GCSE,English Literature,B,B
S02089,GCSE,Art,A,A
S02089,GCSE,Chemistry,A,E
S02089,GCSE,Computer Science,B,D
S02090,GCSE,Chemistry,A,E
S02090,GCSE,Computer Science,A*,A*
S02090,GCSE,Physics,B,B
S02090,GCSE,English Language,E,A*
S02090,GCSE,Music,A,E
S02090,GCSE,Mathematics,B,B
S02090,GCSE,History,D,B
S02091,GCSE,Music,B,D
S02091,GCSE,Physics,C,A*
S02091,GCSE,Mathematics,B,B
S02091,GCSE,History,A,E
S02091,GCSE,Geography,A*,A*
S02091,GCSE,English Literature,A*,A*
S02091,GCSE,Computer Science,B,B
S02092,GCSE,Art,B,B
S02092,GCSE,Biology,D,D
S02092,GCSE,French,B,A
S02092,GCSE,History,D,D
S02092,GCSE,Chemistry,C,C
S02092,GCSE,English Literature,B,A
S02092,GCSE,Physics,C,D
S02092,GCSE,Mathematics,B,B
S02093,GCSE,Music,A,A*
S02093,GCSE,Mathematics,B,B
S02093,GCSE,Biology,C,C
S02093,GCSE,English Literature,B,B
S02093,GCSE,Computer Science,C,C
S02093,GCSE,History,C,D
S02093,GCSE,Geography,C,C
S02093,GCSE,Physics,D,C
S02094,A-Level,Economics,D,D
S02094,A-Level,Psychology,B,B
S02094,A-Level,Mathematics,A,A
S02095,GCSE,Physics,C,C
S02095,GCSE,English Literature,C,C
S02095,GCSE,English Language,D,B
S02095,GCSE,History,D,D
S02095,GCSE,Geography,B,B
S02095,GCSE,French,D,D
S02096,GCSE,French,A*,A*
S02096,GCSE,English Literature,B,B
S02096,GCSE,History,C,C
S02096,GCSE,Music,A,A*
S02096,GCSE,Physics,D,D
S02096,GCSE,Chemistry,A*,A*
S02097,GCSE,Art,A*,A*
S02097,GCSE,Chemistry,A,A*
S02097,GCSE,French,A*,A*
S02097,GCSE,Music,C,C
S02097,GCSE,English Language,E,E
S02097,GCSE,Geography,C,C
S02097,GCSE,Biology,D,E
S02098,A-Level,Geography,E,A*
S02098,A-Level,Economics,B,B
S02098,A-Level,Further Mathematics,C,E
S02099,GCSE,Music,B,B
S02099,GCSE,Physics,B,B
S02099,GCSE,Art,C,C
S02099,GCSE,Geography,C,A
S02099,GCSE,Chemistry,B,C
S02099,GCSE,French,A,A
S02099,GCSE,Mathematics,C,B
S02100,GCSE,Biology,A*,A*
S02100,GCSE,History,B,B
S02100,GCSE,English Language,D,A
S02100,GCSE,English Literature,B,B
S02100,GCSE,Computer Science,C,C
S02100,GCSE,Geography,A,A
S02100,GCSE,Mathematics,C,C
S02100,GCSE,French,D,D
S02101,GCSE,English Literature,C,C
S02101,GCSE,Art,C,C
S02101,GCSE,History,A,A
S02101,GCSE,Geography,B,C
S02101,GCSE,Chemistry,E,A*
S02101,GCSE,Mathematics,B,B
S02102,A-Level,Geography,A*,A*
S02102,A-Level,Economics,E,E
S02102,A-Level,Biology,E,E
S02103,A-Level,Chemistry,C,A
S02103,A-Level,Computer Science,B,B
S02103,A-Level,Psychology,B,B
S02103,A-Level,Further Mathematics,A,E
S02104,GCSE,Computer Science,C,A
S02104,GCSE,Chemistry,D,D
S02104,GCSE,History,C,C
S02104,GCSE,English Language,B,E
S02104,GCSE,Mathematics,A,A*
S02104,GCSE,Physics,B,B
S02105,GCSE,English Literature,C,D
S02105,GCSE,Art,B,E
S02105,GCSE,Music,A,A
S02105,GCSE,Biology,B,E
S02105,GCSE,English Language,B,B
S02105,GCSE,French,B,B
S02105,GCSE,Physics,A,A
S02105,GCSE,History,E,D
S02106,GCSE,Geography,D,B
S02106,GCSE,History,A,A
S02106,GCSE,English Language,A*,A*
S02106,GCSE,Mathematics,B,E
S02106,GCSE,Chemistry,B,E
S02106,GCSE,Music,B,B
S02106,GCSE,English Literature,B,B
S02107,GCSE,Biology,C,C
S02107,GCSE,History,E,E
